ID,活动,商品,订单号,用户ID,数量,单价,秒杀状态,订单状态,创建时间
2371,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113336956,102,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2370,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113336600,118,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2369,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113332176,99,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2368,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113339692,100,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2367,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113333990,98,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2366,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113333899,119,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2365,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113331010,141,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2364,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113332536,48,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2363,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113331236,46,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2362,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113332958,2,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2361,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113337794,45,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2360,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113335676,43,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2359,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113332845,44,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2358,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113331285,40,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2357,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113336440,42,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2356,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113336414,39,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2355,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113333735,41,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2354,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113335024,37,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2353,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113335937,59,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2352,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113332510,38,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2351,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113331373,35,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2350,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113336344,50,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2349,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113334987,36,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2348,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113332663,80,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2347,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113324040,34,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2346,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113321126,33,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2345,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113326461,142,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2344,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113325410,32,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2343,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113324121,31,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2342,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113324342,30,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2341,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113326563,6,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2340,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113328839,5,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2339,压测专用活动-20260421,并发压测商品-100库存-复测-20260421,ORD202604211113326771,8,1,9.90,已超时,已取消,"2026-04-21 11:13:33"
2338,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107298595,17,1,9.90,已超时,已取消,"2026-04-21 11:07:29"
2337,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107299042,95,1,9.90,已超时,已取消,"2026-04-21 11:07:29"
2336,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107283718,147,1,9.90,已超时,已取消,"2026-04-21 11:07:29"
2335,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107283653,156,1,9.90,已超时,已取消,"2026-04-21 11:07:29"
2334,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107287699,157,1,9.90,已超时,已取消,"2026-04-21 11:07:29"
2333,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107282601,150,1,9.90,已超时,已取消,"2026-04-21 11:07:29"
2332,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107286862,159,1,9.90,已超时,已取消,"2026-04-21 11:07:29"
2331,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107281678,34,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2330,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107287043,158,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2329,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107282651,126,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2328,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107285548,155,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2327,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107289609,127,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2326,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107289063,122,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2325,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107288173,165,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2324,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107286237,160,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2323,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107284375,162,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2322,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107283584,13,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2321,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107276760,12,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2320,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107274779,146,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2319,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107273259,143,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2318,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107279000,111,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2317,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107279849,91,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2316,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107275298,70,1,9.90,已超时,已取消,"2026-04-21 11:07:28"
2315,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107279375,148,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2314,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107271351,108,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2313,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107279308,62,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2312,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107277128,75,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2311,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107277240,118,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2310,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107275190,109,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2309,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107273620,128,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2308,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107277981,110,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2307,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107267474,114,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2306,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107268112,66,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2305,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107266596,116,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2304,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107263620,101,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2303,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107266042,9,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2302,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107265144,8,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2301,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107266115,10,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2300,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107268762,112,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2299,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107262981,11,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2298,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107263758,14,1,9.90,已超时,已取消,"2026-04-21 11:07:27"
2297,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107268183,16,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2296,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107264849,18,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2295,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107269837,64,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2294,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107262642,87,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2293,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107268177,20,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2292,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107265689,24,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2291,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107264614,25,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2290,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107269594,19,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2289,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107251285,15,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2288,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107253150,23,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2287,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107255357,88,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2286,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107257286,60,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2285,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107251992,90,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2284,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107251161,82,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2283,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107257961,100,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2282,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107254877,57,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2281,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107253742,74,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2280,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107251027,80,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2279,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107258736,83,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2278,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107258555,72,1,9.90,已超时,已取消,"2026-04-21 11:07:26"
2277,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107255402,97,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2276,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107255207,115,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2275,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107251605,99,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2274,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107252583,120,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2273,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107252171,94,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2272,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107255220,117,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2271,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107257580,121,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2270,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107259915,103,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2269,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107249005,104,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2268,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107241033,86,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2267,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107249604,92,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2266,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107248561,105,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2265,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107246227,84,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2264,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107242082,96,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2263,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107241239,85,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2262,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107242967,93,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2261,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107244575,76,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2260,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107242119,71,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2259,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107249132,69,1,9.90,已超时,已取消,"2026-04-21 11:07:25"
2258,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107235397,59,1,9.90,已超时,已取消,"2026-04-21 11:07:24"
2257,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107239209,3,1,9.90,已超时,已取消,"2026-04-21 11:07:24"
2256,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107234071,4,1,9.90,已超时,已取消,"2026-04-21 11:07:24"
2255,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107231645,1,1,9.90,已超时,已取消,"2026-04-21 11:07:24"
2254,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107238818,67,1,9.90,已超时,已取消,"2026-04-21 11:07:24"
2253,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107231396,52,1,9.90,已超时,已取消,"2026-04-21 11:07:24"
2252,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107234616,6,1,9.90,已超时,已取消,"2026-04-21 11:07:24"
2251,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107236054,53,1,9.90,已超时,已取消,"2026-04-21 11:07:24"
2250,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107236088,50,1,9.90,已超时,已取消,"2026-04-21 11:07:24"
2249,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107237736,49,1,9.90,已超时,已取消,"2026-04-21 11:07:23"
2248,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107236189,68,1,9.90,已超时,已取消,"2026-04-21 11:07:23"
2247,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107235998,55,1,9.90,已超时,已取消,"2026-04-21 11:07:23"
2246,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107232842,61,1,9.90,已超时,已取消,"2026-04-21 11:07:23"
2245,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107235857,56,1,9.90,已超时,已取消,"2026-04-21 11:07:23"
2244,压测专用活动-20260421,并发压测商品-100库存-20260421,ORD202604211107231975,65,1,9.90,已超时,已取消,"2026-04-21 11:07:23"
